hotel_name,hotel_location,review_title,review_pos,review_neg,review_date,review_country,num_reviews_by_reviewer,reviewer_name,review_rating,review_tags,hussain_classification,jeremy_classification,automatic_classfication
"Hotel G Singapore (SG Clean, Staycation Approved)","1.30071404,103.85151207","“Very small rooms, good luck if you more than just a backpack”",No Positive,"Saying the room was tiny would be an understatement. We had two large suitcases and we couldn't open even one of them without blocking most of the floor surface. The bathroom looked straight out of a ferry room. The sink was OUTSIDE the bathroom, not even 2m away from the bed. Very, very claustrophobic. We asked for an upgrade but that was not possible, so we checked out early and went to another hotel.",2019-04-23T00:00:00,United Kingdom,22,Lisja,7.5,"Leisure trip,Couple,Great Room King,Stayed 2 nights",1.0,1.0,1
Parvena Hotel Sathorn,"13.71783987,100.53913834",“Excellent stay and absolutley will stay there again in future if I get the chance to return.”,"The rooms were really clean and spacious, as well as attractive in a simple manner.  The staff was incredibly helpful.The entire Hotel was very well kept..Tuk Tuk drivers very accommodating for me.","Not really a problem, but my communication was a little difficult at times, because I don't speak the language and the staff speaks very little of my language.  All in all we were able to get things done okay with no problems.",2019-04-8T00:00:00,United States,2,Donn,10.0,"Leisure trip,Solo traveller,Standard Double Room,Stayed 4 nights",1.0,1.0,1
Resorts World Sentosa - Hotel Michael (SG Clean),"1.25460760,103.82079810",Disappointing,Not much though. Not value for money.,"Pool booking was horrendous. Might as well allocate rooms at halfhour interval.
Counter didnt even bother to ask whether we drove to get free parking.
Had to wait 2 hours before i got my access room card.",2020-10-20T00:00:00,Singapore,8,Elias,4.0,"Leisure trip,Family with young children,Deluxe Double or Twin Room,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Cabin & Capsule Hotel J-SHIP Osaka Namba,"34.66430800,135.49400300",Exceptional,No Positive,No Negative,2019-10-9T00:00:00,United Kingdom,39,Jacobnkimboontour,9.6,"Leisure trip,Solo traveller,Economy Capsule Room for Male,Stayed 1 night,Submitted via mobile",1.0,0.0,1
Hotel Monterey Le Frere Osaka,"34.69805760,135.49958778",“Good personal staffs”,Location and comfortable,Nothing,2019-11-29T00:00:00,Indonesia,80,Henry,9.6,"Leisure trip,Couple,Standard Twin Room - Non-Smoking,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Dream Hotel Bangkok - SHA Extra Plus Certified,"13.74065394,100.55874914","“Good location, Good Seivices and Value for money.”","Good location, staffs well trained & helpful, breakfast is good, room is clean & designed. Value for money and highly recommended.",Nothing.,2019-07-25T00:00:00,Malaysia,78,Mui,10.0,"Leisure trip,Group,Silver King,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
"The Cozi Inn Hotel, Bangkok","13.75367300,100.53964645",Very poor,Not much.,"Room smelled, noisy all night/day.",2020-01-29T00:00:00,United Kingdom,24,Sheena-marie,2.5,"Leisure trip,Couple,Deluxe Double Room,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Kamon Hotel Namba,"34.66611284,135.50527286",“the best place to enjoy Dotonbori :)”,"good location near Dotonbori, Shinsainashi, Osaka Castle, Dennozi
so many restaurants and shoping malls","too small room to put my carrier bag
but no problem to sleep and rest",2019-06-8T00:00:00,South Korea,3,Gina,10.0,"Leisure trip,Family with young children,Twin Room with Tatami Floor,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Resorts World Sentosa - Equarius Hotel (SG Clean),"1.25706123,103.81672382",“Excellent getaway. And the customer service was very good.”,The rooms were huge and comfy. The bathroom was one of the biggest with a huge bathtub.,There was no in room dining.,2021-08-18T00:00:00,Singapore,7,Jayanthi,9.0,"Leisure trip,Family with young children,Special Offer: Tropical Nights Package - Deluxe Double or Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Sofitel Singapore Sentosa Resort & Spa (SG Clean),"1.24497272,103.82788718",Superb,No Positive,No Negative,2020-08-23T00:00:00,Singapore,4,Anonymous,9.0,"Leisure trip,Family with young children,LUXURY GARDEN ROOM, 1 King Size Bed,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Porcelain Hotel by JL Asia (SG Clean),"1.28417000,103.84425700",“if id been 20 years younger and without much baggage it would been ok simply for location.”,it was an excellelent location and had a lift . the bed was comfy and i didnt find it noisy. tea making things were there.,"when i booked buget i expected small, but this was so small the bed was in a cubby hole,and u had to climb in from the foot of the bed. with my case open on the floor you couldnt open the door....and there wasnt a mirror where you switched hair dryers in",2020-02-3T00:00:00,New Zealand,19,Marion,5.0,"Leisure trip,Solo traveller,Standard Single Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Metz Pratunam,"13.75371468,100.53661823",Pleasant,No Positive,No Negative,2019-05-6T00:00:00,Singapore,3,Zi,6.7,"Leisure trip,Group,Superior Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Hotel 81 Rochor,"1.30369052,103.85408163",Exceptional,"It's better than ever,due to the front desk staffs that 'rewarded' me my favourite room,and once again i would like to say thanks to them. And as usual,it is super comfy,value for money and clean too.",None whatsoever.,2019-08-28T00:00:00,Singapore,16,Shukur,10.0,"Leisure trip,Solo traveller,Standard Double Room without Window,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Village Hotel Katong by Far East Hospitality (SG Clean),"1.30370393,103.90274495",Good,No Positive,No Negative,2019-04-30T00:00:00,United States,1,Yves,7.9,"Leisure trip,People with friends,Deluxe Double or Twin Room,Stayed 6 nights,Submitted via mobile",1.0,0.0,1
PLOY Hostel,"13.76270923,100.50174402",Pleasant,The location,No Negative,2019-08-2T00:00:00,Italy,23,Francesca,6.7,"Solo traveller,Bunk Bed in Mixed Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,0.0,1
Chillax Resort - SHA Extra Plus,"13.76246699,100.50015606",Exceptional,No Positive,No Negative,2020-03-9T00:00:00,Hong Kong,3,Canny,9.6,"Leisure trip,Couple,Superior Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Hotel Keihan Universal Tower,"34.66837909,135.43747902",Fabulous,No Positive,No Negative,2020-01-14T00:00:00,Thailand,3,Duangdao,8.8,"Leisure trip,Family with young children,Superior Room - Non-Smoking,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"Amara Sanctuary Resort Sentosa (SG Clean, Staycation Approved)","1.25149430,103.82266760",Exceptional,No Positive,No Negative,2021-06-5T00:00:00,Singapore,3,Nura,10.0,"Leisure trip,Couple,Deluxe Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"ST Signature Jalan Besar (SG Clean, Staycation Approved)","1.30547300,103.85484900",“Great compared to other hotels.”,The room was spacious. It was unlike the Tanjong Pagar outlet. The toilet was great too. With each cubicle having their own private sink. It was also near great eateries.,The tidiness of the corridor. Should not see any thing lying around. Plus the rooms smelt funny stale. It would be better if the rooms are scented.,2022-01-1T00:00:00,Singapore,3,Ming,9.0,"Leisure trip,Couple,Cabin M, Shared Bathroom,Stayed 1 night",1.0,1.0,1
"InterContinental Singapore (SG Clean), an IHG Hotel","1.29860636,103.85516793",Exceptional,No Positive,No Negative,2020-01-16T00:00:00,Australia,2,James,10.0,"Leisure trip,Solo traveller,1 King Classic,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Mövenpick Hotel Sukhumvit 15 Bangkok - SHA Extra Plus Certified,"13.74227276,100.55863516",Superb,"friendly stuff
food and breakfast in general are very good",roof top pool and area is quite small and not well maintained compare to the photos uploaded,2022-03-3T00:00:00,Singapore,15,Sinan,9.0,"Leisure trip,Couple,Superior King Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Mitsui Garden Hotel Osaka Premier,"34.69218286,135.49332798",Fabulous,No Positive,No Negative,2019-06-8T00:00:00,Australia,9,H,8.8,"Leisure trip,Couple,Superior Double Room with Lounge Access - Non-Smoking,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Kritthai Residence,"13.74683919,100.52847505","“Good location, may stay again in next visit”","Breakfast is good and very convenient, just very near to BTS Station. 7-11 is nearby.",No Negative,2019-07-4T00:00:00,Malaysia,6,Lam,8.8,"Leisure trip,Family with young children,Deluxe King Room,Stayed 4 nights",1.0,1.0,1
Anya Nana at Sukhumvit Bangkok - SHA Extra Plus,"13.74764946,100.55413306",Superb,we periodiclally stay there whenever  have appintment at BUM. HOSPITAL.,PILLOW,2019-08-22T00:00:00,Thailand,1,Gary,9.2,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night",1.0,1.0,1
Hotel Boss - SG Clean,"1.30540901,103.86040097",Good,No Positive,No Negative,2021-03-26T00:00:00,Singapore,1,Sim,7.0,"Leisure trip,Solo traveller,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
The Spades Hostel,"13.75272760,100.52612543",Pleasant,The style,The Bed was Rock Hard,2020-01-20T00:00:00,Greece,3,Theo,6.0,"Leisure trip,Couple,Deluxe Queen Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Amara Sanctuary Resort Sentosa (SG Clean, Staycation Approved)","1.25149430,103.82266760",“Ok”,Good view,Clean and room service can do better,2022-02-4T00:00:00,Singapore,1,Xuan,6.0,"Leisure trip,Couple,Deluxe Room,Stayed 1 night,Submitted via mobile",1.0,1.0,0
SureStay Plus Hotel by Best Western Shin-Osaka,"34.72435737,135.49478978",Good,No Positive,No Negative,2022-01-9T00:00:00,Japan,3,Abtin,7.0,"Business trip,Solo traveller,Double Room - Non-Smoking,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Carlton Hotel Singapore (SG Clean),"1.29579613,103.85227650",Exceptional,Cleaniness,Nothing such i dislike,2019-05-12T00:00:00,United Arab Emirates,1,Anonymous,10.0,"Business trip,Solo traveller,Special Offer - Deluxe Double or Twin Room with Free WiFi,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Mercure Singapore On Stevens,"1.31343900,103.82841700",Superb,Breakfast was great! Beds are super comfy!,"Location, although shuttle bus is fantastic! Complications with check in due to hotel being fully booked would have been nice to be upgraded for the trouble",2020-01-14T00:00:00,Australia,1,Anonymous,9.0,"Leisure trip,Couple,Superior Double Room,Stayed 6 nights,Submitted via mobile",1.0,1.0,1
Ascott Raffles Place Singapore,"1.28217663,103.85171860",“Overall the suite was perfect. However the drainage system didn’t seem to work well.”,Convenient location that is near the MRT. Room is clean and Appelles bodycare products are of good quality with nice scent. Kitchen is superb!,The drainage system didn’t seem to work well and i had a shock when large amount of bubbles (after showering) are overflowing from the toilet bowl. Spent some time in the toilet doing cleaning but nonetheless everything else is alright. Thank god it was bubbles and water instead of anything else. Phew.,2020-09-5T00:00:00,Singapore,17,Anonymous,9.0,"Leisure trip,Couple,Cutler Suite,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel Monterey Le Frere Osaka,"34.69805760,135.49958778",“Convenient right at the train station. Great breakfast and onsen. Good lighting too in room.”,Onsen but let people know there is one at check in we didn't find out till next morning.  Breakfast nice. Location good near JR station. Nice size room. Loved the pajama's.,No Negative,2019-10-16T00:00:00,United States,8,Doug,9.2,"Leisure trip,Couple,Standard Twin Room - Non-Smoking,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Aloft Bangkok - Sukhumvit 11 - SHA Extra Plus,"13.74433541,100.55645585",Exceptional,"Room view, room, breakfast and stuff",Smoking room,2019-09-2T00:00:00,Qatar,4,Mahmoud,10.0,"Leisure trip,People with friends,Chic King,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Romance Hotel Sukhumvit 97,"13.69851400,100.60785400",Good,"the bed was realy confteble. the breakfast was awsome, fresh fruites every day.","the door, you could hear everything from the hall even in the 9th floor you hear people opening the door in the main entrans. the shower, to hot or to cood, it was either one of it.",2019-05-14T00:00:00,Switzerland,19,Kevin,7.9,"Leisure trip,Couple,Deluxe Double Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Mercure Bangkok Makkasan,"13.75129000,100.55734000",Good,No Positive,No Negative,2019-07-4T00:00:00,Oman,2,Nisanth,7.9,"Leisure trip,Family with young children,Superior King Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"Pan Pacific Singapore (SG Clean, Staycation Approved)","1.29201250,103.85860920",Exceptional,No Positive,No Negative,2019-10-12T00:00:00,Australia,1,Carole,10.0,"Business trip,Group,Deluxe Double or Twin Room with Balcony,Stayed 2 nights",1.0,1.0,1
Bangkok Marriott Marquis Queens Park - SHA Extra Plus,"13.73031302,100.56533614",Exceptional,No Positive,No Negative,2020-12-3T00:00:00,Malaysia,5,Jun,10.0,"Leisure trip,Couple,Deluxe, Guest room, 2 Double,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Holiday Inn Bangkok Sukhumvit, an IHG Hotel","13.73323612,100.56530982","“Convenient location, friendly stuff, A room was very clean with a beautiful view, delicious breakfast. I am completely s”",No Positive,No Negative,2020-10-9T00:00:00,Thailand,1,Vladimir,10.0,"Leisure trip,Couple,Deluxe King or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Bed By City Hotel,"13.73087150,100.52824169",“Pleasant stay as usual :)”,The staff very pleasant and helpful.,Pleasant stay,2019-05-24T00:00:00,United Kingdom,13,Chris,8.8,"Leisure trip,Couple,Deluxe Double Room with Balcony,Stayed 1 night,Submitted via mobile",1.0,1.0,1
BED STATION Hostel Khaosan,"13.76042000,100.49802600",Exceptional,The hostel interior design was fabulous. It’s like a hotel but paying in a hostel price.,No place to hang wet clothes.,2019-06-12T00:00:00,Philippines,9,Ralph,10.0,"Leisure trip,Solo traveller,Bed in 12-Bed Mixed Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
VR Hostel,"13.79487026,100.54942149",Very poor,Airco,"Is the most dirty and filthy hostel i have never seen. Toiled haven't been clean ed for ages, for sure taking a shower in the smell of hurin is not possible, floors were dirty, terrace was like an abbandoned street within slums. The only good thing was the air conditioned in a room with no windows. The staff hardly says hallo. Defenitely my suggestion is DON'T go there or ask them to pay you to go there.",2020-03-5T00:00:00,Italy,4,Isabella,1.0,"Leisure trip,Couple,Standard Double Room,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Ibis Budget Singapore Joo Chiat (SG Clean),"1.31132210,103.90108734",“overall ok”,Good price and location,Staff not well trained,2022-03-14T00:00:00,Singapore,2,Soon,8.0,"Solo traveller,Standard Double Room (No Window),Stayed 7 nights,Submitted via mobile",1.0,1.0,0
Bangkok Marriott Marquis Queens Park - SHA Extra Plus,"13.73031302,100.56533614",Very good,No Positive,No Negative,2021-03-1T00:00:00,Thailand,1,วนิดา,8.0,"Leisure trip,Couple,Deluxe, Guest room, 2 Double,Stayed 1 night,Submitted via mobile",1.0,1.0,1
